date,pm25,pm10,o3,no2,so2,co
2014-06-03,62,50,66,25,8,9
2014-06-04,149,29,38,14,6,6
2014-06-05,76,33,14,26,7,9
2014-06-06,130,60,19,36,13,12
2014-06-07,206,62,17,28,4,12
2014-06-08,185,55,97,22,5,10
2014-06-09,178,51,47,28,8,10
2014-06-10,160,65,12,36,10,13
2014-06-11,251,64,64,25,6,10
2014-06-12,152,78,93,36,8,9
2014-06-13,169,74,95,33,8,8
2014-06-14,152,78,95,30,11,8
2014-06-15,168,80,101,19,14,9
2014-06-16,206,34,29,15,5,5
2014-06-17,97,41,38,20,5,7
2014-06-18,120,36,33,15,8,6
2014-06-19,120,34,31,16,6,7
2014-06-20,120,36,24,18,4,7
2014-06-21,119,40,17,20,4,8
2014-06-22,144,36,18,19,7,8
2014-06-23,122,33,23,18,5,8
2014-06-24,115,34,16,19,4,8
2014-06-25,137,38,49,13,6,7
2014-06-26,91,37,83,12,4,8
2014-06-27,58,43,89,12,9,10
2014-06-28,57,39,64,12,8,9
2014-06-29,59,43,26,7,4,7
2014-06-30,34,29,21,9,5,5
2014-01-01,166,115,11,76,11,24
2014-01-02,185,133,13,61,12,21
2014-01-03,192,108,22,42,16,16
2014-01-04,184,100,23,54,15,14
2014-01-05,175,120,23,53,19,16
2014-01-06,208,83,12,47,11,16
2014-01-07,163,109,3,33,8,22
2014-01-08,167,59,11,24,8,13
2014-01-09,130,67,18,31,8,12
2014-01-10,156,98,10,50,10,16
2014-01-11,176,84,13,30,10,17
2014-01-12,163,57,14,21,7,11
2014-01-13,107,50,30,26,7,9
2014-01-14,113,72,31,38,9,10
2014-01-15,155,99,23,58,11,17
2014-01-16,171,103,18,52,12,19
2014-01-17,177,78,32,38,12,11
2014-01-18,154,94,42,52,15,13
2014-01-19,172,104,31,54,13,16
2014-01-20,170,85,36,35,14,10
2014-01-21,148,64,30,37,8,10
2014-01-22,128,96,18,59,16,15
2014-01-23,167,66,20,45,11,10
2014-01-24,138,79,8,51,7,16
2014-01-25,151,94,11,41,7,15
2014-01-26,159,91,46,26,8,10
2014-01-27,169,75,44,34,10,8
2014-01-28,161,105,41,47,9,12
2014-01-29,170,86,43,40,9,10
2014-01-30,162,114,39,36,9,11
2014-01-31,189,53,29,22,6,5
2014-02-01,123,60,29,24,11,6
2014-02-02,116,59,26,24,5,7
2014-02-03,128,58,34,19,5,6
2014-02-04,133,46,30,13,4,5
2014-02-05,95,41,24,17,5,6
2014-02-06,90,40,16,14,5,6
2014-02-07,92,31,10,11,1,8
2014-02-08,66,16,9,11,1,8
2014-02-09,38,37,23,15,5,7
2014-02-10,89,51,28,17,6,6
2014-02-11,116,57,26,19,4,6
2014-02-12,136,41,13,18,3,7
2014-02-13,100,55,23,20,4,6
2014-02-14,128,58,21,26,4,5
2014-02-15,130,67,11,29,7,9
2014-02-16,156,125,12,40,13,17
2014-02-17,197,51,8,21,6,11
2014-02-18,105,31,12,22,4,9
2014-02-19,68,55,27,35,6,9
2014-02-20,108,85,24,53,15,14
2014-02-21,157,71,17,40,7,13
2014-02-22,153,68,62,37,8,9
2014-02-23,152,66,26,43,11,8
2014-02-24,139,72,17,49,11,12
2014-02-25,122,84,16,44,9,17
2014-02-26,145,59,38,32,9,12
2014-02-27,116,56,33,36,21,9
2014-02-28,130,58,33,34,8,12
2014-03-01,127,38,27,24,6,16
2014-03-02,94,58,26,26,5,18
2014-03-03,141,69,26,29,6,16
2014-03-04,142,44,29,27,6,15
2014-03-05,79,69,26,36,9,15
2014-03-06,157,40,14,22,2,10
2014-03-07,86,55,12,22,5,11
2014-03-08,120,35,17,21,3,8
2014-03-09,69,51,15,25,6,9
2014-03-10,96,66, ,30,5,13
2014-03-11,131,164, ,47,9,34
2014-03-12,231,64, ,30,6,14
2014-03-13,105,70,28,35,9,11
2014-03-14,136,75,17,36,8,9
2014-03-15,150,104,15,38,12,12
2014-03-16,173,149,14,54,16,19
2014-03-17,183,101,21,38,9,16
2014-03-18,145,79,25,32,10,11
2014-03-19,140,90,15,38,10,14
2014-03-20,146,62,35,21,6,8
2014-03-21,142,68,21,30,10,13
2014-03-22,137,88,50,44,21,11
2014-03-23,160,63,49,35,14,9
2014-03-24,138,63,45,34,14,8
2014-03-25,136,66,47,32,12,9
2014-03-26,150,55,28,26,10,8
2014-03-27,109,48,17,23,6,10
2014-03-28,93,54,17,28,6,9
2014-03-29,106,50,14,31,3,10
2014-03-30,103,44,18,31,5,9
2014-03-31,88,55,14,30,5,13
2022-09-24, ,54,79,11,2,7
2022-09-25, ,58,87,14,2,7
2022-09-26, ,46,56,13,2,6
2022-09-27, ,37,61,11,2,5
2022-09-28, ,36,63,13,2,5
2022-09-29, ,21,19,10,1,5
2022-04-09, ,53,103,14,4,4
2022-04-10, ,44,64,10,3,5
2022-05-27, ,25,34,11,2,5
2022-05-28, ,19,32,9,2,5
2022-06-08, ,16,19,14,2,6
2022-06-09, ,18,23,12,2,6
2022-06-10, ,19,17,15,2,6
2022-06-11, ,23,27,14,2,6
2022-06-12, ,26,31,12,2,7
2022-06-13, ,20,13,15,2,7
2022-06-14, ,20,30,16,2,7
2022-06-15, ,20,31,15,2,6
2022-06-16, ,23,27,10,2,6
2022-01-03, ,69,32,38,4,11
2022-01-04, ,83,73,46,4,11
2022-01-05, ,66,61,39,3,10
2022-01-06, ,58,33,28,3,9
2022-01-07, ,44,46,13,3,8
2022-01-19, ,21,24,8,2,8
2022-01-20, ,31,26,14,3,7
2022-01-21, ,58,60,32,4,9
2022-01-22, ,53,25,28,3,8
2022-01-23, ,23,21,18,2,6
2022-01-24, ,25,2,15,2,8
2022-01-25, ,16,11,11,2,9
2022-01-26, ,26,11,16,3,9
2022-01-27, ,40,43,19,2,9
2022-01-28, ,30,16,12,3,9
2022-01-29, ,18,11,5,2,9
2022-01-30, ,10,20,3,2,7
2022-01-31, ,18,18,2,2,5
2022-02-01, ,11,15,2,2,5
2022-02-02, ,8,11,1,2,4
2022-02-03, ,6,12,3,2,6
2022-02-04, ,15,23,3,2,6
2022-02-05, ,19,22,3,2,6
2022-02-06, ,22,13,6,2,6
2022-02-07, ,23,15,10,2,6
2022-02-08, ,7,14,5,2,5
2022-02-09, ,11,12,6,2,5
2022-02-10, ,14,8,8,2,6
2022-02-11, ,39,20,16,2,9
2022-02-12, ,22,14,12,2,8
2022-02-13, ,17,5,10,2,9
2022-02-14, ,14,33,10,2,9
2022-02-15, ,27,35,12,3,10
2022-02-16, ,41,44,16,3,10
2022-02-17, ,37,20,18,2,8
2022-02-18, ,24,12,17,2,7
2022-02-19, ,4,15,7,2,6
2022-02-20, ,8,19,7,2,6
2022-02-21, ,6,18,9,2,7
2022-02-22, ,8,17,8,2,7
2022-02-23, ,11,24,7,2,7
2022-02-24, ,21,25,9,3,6
2022-02-25, ,35,38,16,3,7
2022-02-26, ,68,61,31,3,12
2022-02-27, ,73,87,30,5,10
2022-02-28, ,39,48,17,3,6
2022-03-01, ,53,40,31,3,8
2022-03-02, ,60,68,19,3,8
2022-03-03, ,50,55,18,3,7
2022-03-04, ,50,81,26,3,8
2022-03-05, ,69,93,35,4,10
2022-03-06, ,39,35,10,3,7
2022-03-09, ,54,51,22,3,7
2022-03-10, ,49,59,24,3,6
2022-03-11, ,53,72,25,3,5
2022-03-12, ,39,54,17,3,5
2022-03-13, ,46,55,18,3,5
2022-03-14, ,49,71,17,3,6
2022-03-15, ,64,96,29,4,8
2022-03-16, ,32,27,14,3,5
2022-03-17, ,37,35,15,2,6
2022-03-18, ,44,46,16,3,8
2022-03-19, ,47,58,15,3,7
2022-03-20, ,32,31,11,3,7
2022-03-21, ,39,28,13,3,7
2022-03-22, ,35,23,13,2,7
2022-03-23, ,8,8,9,2,9
2022-03-24, ,12,4,14,2,8
2022-03-25, ,28,2,21,2,8
2022-03-26, ,32,23,10,2,6
2022-03-27, ,20,21,6,2,6
2022-03-28, ,15,15,10,2,6
2021-10-01, ,40,82,15,3,7
2021-10-02, ,31,50,13,3,6
2021-10-03, ,31,75,12,3,5
2021-10-04, ,44,76,17,3,5
2021-10-05, ,44,29,16,3,5
2021-10-06, ,46,46,15,3,4
2021-10-07, ,34,36,9,2,5
2021-10-08, ,16,11,8,2,4
2021-10-09, ,8,19,17,2,6
2021-10-10, ,29,36,13,3,7
2021-10-11, ,34,22,10,3,6
2021-10-12, ,21,23,9,2,6
2021-10-13, ,24,30,11,2,7
2021-10-14, ,30,13,15,2,8
2021-10-15, ,28,29,10,2,9
2021-10-16, ,18,25,8,3,7
2021-10-17, ,15,41,10,2,6
2021-10-18, ,23,79,23,4,8
2021-10-19, ,45,66,23,3,7
2021-10-20, ,43,22,12,2,7
2021-10-21, ,17,22,10,2,6
2021-10-22, ,17,19,11,3,6
2021-10-23, ,34,35,9,3,6
2021-10-24, ,21,38,11,3,6
2021-10-25, ,24,60,20,3,7
2021-10-26, ,41,47,21,4,8
2021-10-27, ,47,44,17,4,7
2021-10-28, ,53,72,18,4,7
2021-10-29, ,56,22,14,3,6
2021-10-30, ,25,23,15,3,6
2021-10-31, ,39,30,18,3,7
2021-11-01, ,51,12,20,3,8
2021-11-02, ,47,15,20,3,8
2021-11-03, ,43,63,24,3,7
2021-11-04, ,55,51,24,3,6
2021-11-05, ,48,63,23,2,6
2021-11-06, ,47,49,29,3,7
2021-11-07, ,50,25,8,2,5
2021-11-08, ,17,33,12,3,4
2021-11-09, ,26,36,17,3,5
2021-11-10, ,32,36,23,3,5
2021-11-11, ,34,37,18,4,5
2021-11-12, ,39,41,18,4,4
2021-11-13, ,43,40,21,3,5
2021-11-14, ,38,33,31,4,5
2021-11-15, ,56,32,23,3,5
2021-11-16, ,50,23,16,3,5
2021-11-17, ,47,28,16,2,5
2021-11-18, ,31,24,23,2,5
2021-11-19, ,42,55,24,3,4
2021-11-20, ,45,38,28,3,4
2021-11-21, ,55,22,11,2,5
2021-11-22, ,20,23,13,3,3
2021-11-23, ,51,34,18,3,4
2021-11-24, ,50,34,23,4,4
2021-11-25, ,49,36,20,4,3
2021-11-26, ,39,40,17,4,3
2021-11-27, ,44,51,18,4,4
2021-11-28, ,52,46,17,4,4
2021-11-29, ,50,42,13,3,5
2021-11-30, ,55,34,10,3,3
2021-12-01, ,38,31,15,3,3
2021-12-02, ,41,34,17,4,4
2021-12-03, ,42,36,18,3,3
2021-12-04, ,39,41,19,4,4
2021-12-05, ,46,40,16,4,4
2021-12-06, ,45,42,19,4,4
2021-12-07, ,47,37,35,4,7
2021-12-08, ,63,65,31,3,6
2021-12-09, ,65,41,25,3,6
2021-12-10, ,57,49,33,3,7
2021-12-11, ,69,46,24,4,7
2021-12-12, ,67,38,15,3,8
2021-12-13, ,38,37,27,3,8
2021-12-14, ,58,27,36,3,9
2021-12-15, ,65,18,26,2,8
2021-12-16, ,50,22,12,2,8
2021-12-17, ,35,35,12,4,7
2021-12-18, ,55,28,15,4,5
2021-12-19, ,49,19,21,3,6
2021-12-20, ,46,16,11,2,6
2021-12-21, ,14,33,16,3,6
2021-12-22, ,34,4,25,3,6
2021-12-23, ,47,27,22,3,7
2021-12-24, ,52,26,15,3,6
2021-12-25, ,50,16,10,2,6
2021-12-26, ,33,13,9,3,5
2021-12-27, ,27,7,19,3,7
2021-12-28, ,57,5,16,3,8
2021-12-29, ,45,21,15,3,7
2021-12-30, ,30,26,22,4,8
2021-12-31, ,44,29,25,4,10
2022-01-01, ,61,41,19,3,9
2022-01-02, ,55, , , , 
2021-08-11, ,14,26,8,3,5
2021-08-12, ,30,31,18,3,6
2021-08-13, ,23,30,14,3,6
2021-08-14, ,22,26,11,3,6
2021-08-15, ,24,39,13,3,5
2021-08-16, ,32,60,11,3,5
2021-08-17, ,35,26,17,3,6
2021-08-18, ,43,66,25,4,8
2021-08-19, ,33,65,19,3,7
2021-08-20, ,26,65,10,3,5
2021-08-21, ,24,49,7,3,5
2021-08-22, ,22,38,9,3,5
2021-08-23, ,21,38,12,3,4
2021-08-24, ,21,31,13,3,4
2021-08-25, ,18,29,13,3,4
2021-08-26, ,34,31,16,4,5
2021-08-27, ,32,42,19,4,5
2021-08-28, ,37,42,19,4,6
2021-08-29, ,30,60,13,3,5
2021-08-30, ,28,48,14,3,5
2021-08-31, ,23,25,14,3,5
2021-09-01, ,23,45,13,3,5
2021-09-02, ,17,49,12,3,5
2021-09-03, ,15,37,10,2,5
2021-09-04, ,23,65,14,3,5
2021-09-05, ,39,86,21,3,7
2021-09-06, ,23,53,12,2,6
2021-09-07, ,27,58,14,3,6
2021-09-08, ,42,84,20,3,7
2021-09-09, ,44,73,21,3,8
2021-09-10, ,44,89,18,3,7
2021-09-11, ,50,77,8,3,8
2021-09-12, ,52,81,17,3,8
2021-09-13, ,31,43,16,3,7
2021-09-14, ,44,84,22,4,7
2021-09-15, ,35,73,18,3,6
2021-09-16, ,43,79,25,3,7
2021-09-17, ,48,97,25,4,7
2021-09-18, ,22,46,12,3,5
2021-09-19, ,21,39,14,3,5
2021-09-20, ,33,75,16,3,6
2021-09-21, ,28,82,14,3,5
2021-09-22, ,22,20,16,3,5
2021-09-23, ,30,44,13,3,5
2021-09-24, ,32,55,14,3,5
2021-09-25, ,47,96,12,3,6
2021-09-26, ,52,125,10,4,7
2021-09-27, ,57,112,9,3,8
2021-09-28, ,55,104,8,3,7
2021-09-29, ,46,94,12,3,7
2021-09-30, ,41,63,17,3,7
2020-03-31, ,24,4,14,3,8
2019-12-31, ,56,20,21,3,8
2018-12-31, ,36,12,14,2,8
2017-09-10, ,66,45,43,8,10
2014-12-31, ,78,31,34,14,6
2013-12-31, ,104,14,63,14,20
