date,pm25,pm10,o3,no2,so2,co
2020-06-08,54,23,17,15,2,6
2020-06-09,51,30,51,19,2,7
2020-06-10,68,27,51,11,2,5
2020-06-11,50,24,60,9,3,5
2020-06-12,50,26,33,13,3,5
2020-06-13,51,14,23,7,3,4
2020-06-14,31,23,22,14,3,5
2020-06-15,49,16,24,10,2,5
2020-06-16,34,20,26,12,2,5
2020-06-17,40,22,32,12,2,5
2020-06-18,81,22,39,10,2,4
2020-06-19,47,22, ,9,3,4
2020-06-20,41,19,14,8,3,4
2020-06-21,36,24,41,7,2,5
2020-06-22,44,25,40,8,2,5
2020-06-23,42,28,45,8,2,5
2020-06-24,55,20,24,7,2,4
2020-06-25,36,20,29,8,2,4
2020-06-26,36,19,32,6,3,4
2020-06-27,30,21,37,8,3,4
2020-06-28,31,23, ,11,2,4
2020-06-29,36,23, ,10,3,4
2020-06-30,37,23, ,14,3,5
2020-01-01,117,60,18,33,3,10
2020-01-02,128,70,34,42,4,11
2020-01-03,146,92,80,63,5,12
2020-01-04,175,60,43,35,3,7
2020-01-05,134,47,32,28,3,6
2020-01-06,72,60,35,37,3,9
2020-01-07,98,57,34,35,3,8
2020-01-08,100,63,42,35,4,8
2020-01-09,103,55,32,28,3,8
2020-01-10,96,58,20,22,5,8
2020-01-11,109,33,27,17,3,9
2020-01-12,58,52,18,27,3,10
2020-01-13,95,63,23,33,4,10
2020-01-14,120,53,40,20,3,7
2020-01-15,96,50,25,23,3,8
2020-01-16,93,26,16,14,2,11
2020-01-17,54,37,21,16,2,10
2020-01-18,79,36,9,15,2,10
2020-01-19,81,38,17,18,3,9
2020-01-20,86,50,44,24,3,9
2020-01-21,113,41,41,21,2,7
2020-01-22,95,37,41,19,3,7
2020-01-23,94,31,30,14,2,5
2020-01-24,77,39,8,11,3,8
2020-01-25,96,10,13,8,2,8
2020-01-26,31,12,22,3,2,6
2020-01-27,41,14,28,3,2,5
2020-01-28,49,26,33,4,2,6
2020-01-29,74,31,40,5,2,5
2020-01-30,85,30,42,9,2,5
2020-01-31,84,45,44,21,3,6
2020-02-01,92,42,34,14,2,5
2020-02-02,91,46,16,17,2,6
2020-02-03,97,5,14,8,2,6
2020-02-04,16,14,11,10,2,6
2020-02-05,43,25,28,11,2,4
2020-02-06,59,22,13,11,2,6
2020-02-07,56,12,22,6,3,5
2020-02-08,36,19,25,5,2,5
2020-02-09,55,30,16,10,2,6
2020-02-10,66,53,11,19,2,7
2020-02-11,120,43,14,19, ,8
2020-02-12,140,31,25,17,2,7
2020-02-13,99,15,17,15,2,5
2020-02-14,52,17,23,9,2,5
2020-02-15,54,7,19,5,2,5
2020-02-16,14,19,34,6,2,4
2020-02-17,40,23,37,12,2,4
2020-02-18,44,47,39,26,3,7
2020-02-19,87,48,47,29,3,7
2020-02-20,107,41,54,24,3,7
2020-02-21,85,56,62,25,3,8
2020-02-22,117,51,61,25,3,7
2020-02-23,114,46,48,14,3,6
2020-02-24,88,40,39,16,2,6
2020-02-25,74,33,38,20,2,7
2020-02-26,67,37,36,22,3,6
2020-02-27,73,36,31,14,2,6
2020-02-28,81,41,47,22,3,6
2020-02-29,90,35,33,15,3,6
2020-03-01,69,29,26,13,3,6
2020-03-02,68,49,26,21,3,7
2020-03-03,105,11,16,13,2,7
2020-03-04,38,15,16,13,2,7
2020-03-05,38,32,29,14,2,6
2020-03-06,76,42,15,22,2,5
2020-03-07,92,25,13,14,2,5
2020-03-08,56,24, ,13,2,5
2020-03-09,50,19,37,8,2,6
2020-03-10,49,42,21,22,3,7
2020-03-11,98,60,16,32,3,9
2020-03-12,111,46,8,23,2,7
2020-03-13,87,34, ,9,2,7
2020-03-14,69,54, ,15,2,7
2020-03-15,110,53,50,17,3,7
2020-03-16,97,53,28,22,3,6
2020-03-17,88,48,25,26,3,7
2020-03-18,173,29,14,24,3,8
2020-03-19,71,36,10,29,2,8
2020-03-20,104,37,15,24,2,7
2020-03-21,104,36,42,14,2,6
2020-03-22,79,48,48,19,3,7
2020-03-23,87,38,44,13,3,6
2020-03-24,83,39,45,14,3,6
2020-03-25,76,31,21,16,2,6
2020-03-26,69,28,20,18,2,6
2020-03-27,61,18,21,15,2,6
2020-03-28,46,35,13,17,4,7
2020-03-29,69, , , , , 
2019-10-01,153,67,105,16,5,11
2019-10-02,151,48,71,9,3,7
2019-10-03,95,39,66,11,3,6
2019-10-04,83,56,103,20,5,7
2019-10-05,121,38,56,16,4,6
2019-10-06,79,37,36,22,3,7
2019-10-07,73,61,52,24,5,9
2019-10-08,139,56,58,24,4,9
2019-10-09,130,62,86,27,4,8
2019-10-10,125,55,89,25,5,7
2019-10-11,104,65,70,27,6,8
2019-10-12,139,45,31,18,3,8
2019-10-13,99,49,43,17,3,8
2019-10-14,109,45,43,17,3,8
2019-10-15,95,46,47,20,4,7
2019-10-16,93,50,60,21,4,6
2019-10-17,92,52,64,24,5,6
2019-10-18,91,59,78,27,5,7
2019-10-19,114,60,81,33,4,7
2019-10-20,118,77,92,36,5,8
2019-10-21,139,58,104,20,4,7
2019-10-22,110,58,95,23,4,7
2019-10-23,108,64,64,24,4,7
2019-10-24,137,62,92,21,4,7
2019-10-25,125,67,28,25,4,8
2019-10-26,127,55,59,21,4,8
2019-10-27,111,42,9,23,5,9
2019-10-28,75,42,45,20,3,7
2019-10-29,65,68,45,28,3,6
2019-10-30,102,85,38,31,4,6
2019-10-31,131,93,75,43,5,9
2019-11-01,150,94,100,50,5,11
2019-11-02,154,83,73,31,6,9
2019-11-03,141,75,84,19,5,7
2019-11-04,137,74,72,22,5,7
2019-11-05,144,69,71,35,4,8
2019-11-06,127,69,62,32,5,7
2019-11-07,128,57,56,23,4,6
2019-11-08,105,59,60,28,4,6
2019-11-09,114,71,72,37,5,8
2019-11-10,139,82,80,44,6,9
2019-11-11,144,55,55,30,3,6
2019-11-12,102,70,77,31,5,8
2019-11-13,128,59,57,22,4,6
2019-11-14,117,94,86,53,6,9
2019-11-15,161,68,74,29,3,6
2019-11-16,128,64,84,32,4,6
2019-11-17,114,71,42,32,4,8
2019-11-18,110,44,45,18,3,6
2019-11-19,71,59,50,26,4,6
2019-11-20,103,68,5,39,5,8
2019-11-21,116,81, ,49,5,9
2019-11-22,136,91, ,69,5,12
2019-11-23,158,72, ,42,4,10
2019-11-24,126,83, ,38,6,11
2019-11-25,146,62, ,26,5,10
2019-11-26,123,68, ,29,6,9
2019-11-27,124,41, ,16,4,7
2019-11-28,53,44, ,21,3,6
2019-11-29,77,51, ,28,4,7
2019-11-30,98,63, ,28,7,8
2019-12-01,110,47, ,16,4,6
2019-12-02,75,55, ,20,5,5
2019-12-03,100,58, ,27,5,5
2019-12-04,106,57, ,25,5,4
2019-12-05,91,58,46,22,5,4
2019-12-06,95,55,44,24,5,4
2019-12-07,104,56,41,28,4,6
2019-12-08,99,78,33,46,5,10
2019-12-09,134,101,38,54,7,12
2019-12-10,156,107,40,59,6,15
2019-12-11,148,95,52,61,6,12
2019-12-12,155,113,63,63,5,12
2019-12-13,160,103,70,74,6,14
2019-12-14,169,72,51,45,5,8
2019-12-15,154,54,29,35,4,7
2019-12-16,112,60,10,45,4,9
2019-12-17,97,79,41,50,5,11
2019-12-18,141,65,3,24,5,12
2019-12-19,132,44,22,21,3,11
2019-12-20,172,54,11,31,4,11
2019-12-21,96,67,11,28,6,11
2019-12-22,120,66,28,28,5,10
2019-12-23,157,58,8,35,3,10
2019-12-24,126,67,28,37,4,11
2019-12-25,134,70,16,30,4,12
2019-12-26,123,46,35,20,3,8
2019-12-27,162,69,43,39,4,10
2019-12-28,135,104,32,55,6,13
2019-12-29,160, , , , , 
2019-07-01,73,26,31,14,2,5
2019-07-02,56,20,26,13,2,5
2019-07-03,45,23,28,12,2,5
2019-07-04,52,28,33,10,2,5
2019-07-05,51,33,42,9,2,5
2019-07-06,65,30,32,6,2,5
2019-07-07,57,32,31,7,2,5
2019-07-08,57,32,28,10,3,5
2019-07-09,96,21,7,21,3,6
2019-07-10,57,32,45,23,3,8
2019-07-11,75,34,26,15,3,7
2019-07-12,65,37,33,9,3,5
2019-07-13,67,38,35,11,2,6
2019-07-14,70,40,51,13,2,7
2019-07-15,77,44,70,13,3,6
2019-07-16,96,55,91,20,5,6
2019-07-17,116,52,42,21,5,6
2019-07-18,105,47,33,25,5,7
2019-07-19,96,40,55,21,3,7
2019-07-20,85,32,23,17,3,6
2019-07-21,69,36,30,22,3,7
2019-07-22,68,32,24,20,3,7
2019-07-23,69,29,12,17,3,7
2019-07-24,57,27,40,13,3,6
2019-07-25,54,29,36,10,2,5
2019-07-26,62,30,54,11,2,5
2019-07-27,64,29,33,13,3,6
2019-07-28,54,33,39,17,4,6
2019-07-29,65,17,16,12,3,5
2019-07-30,34,14,8,11,3,5
2019-07-31,35,12,11,11,2,5
2019-08-01,30,18,24,15,3,5
2019-08-02,44,20,16,15,3,5
2019-08-03,46,30,46,13,3,5
2019-08-04,59,56,96,25,4,7
2019-08-05,109,37,58,18,3,6
2019-08-06,83,43,80,22,3,6
2019-08-07,98,40,62,21,4,6
2019-08-08,80,46,63,19,5,6
2019-08-09,91,49,68,17,6,8
2019-08-10,101,44,46,12,4,6
2019-08-11,90,35, ,15,4,7
2019-08-12,69,37, ,17,4,8
2019-08-13,73,40, ,16,5,8
2019-08-14,79,35,38,18,2,7
2019-08-15,80,34,58,18,3,6
2019-08-16,72,36,12,27,2,8
2019-08-17,82,22,17,14,2,6
2019-08-18,44,43,49,22,2,8
2019-08-19,88,36,31,21,2,7
2019-08-20,84,49,50,20,3,6
2019-08-21,104,51, ,24,3,7
2019-08-22,107,45,38,24,5,7
2019-08-23,95,59,52,24,4,8
2019-08-24,130,50,29,18,5,7
2019-08-25,115,21,26,14,3,6
2019-08-26,58,27,22,15,3,6
2019-08-27,54,42,48,18,3,6
2019-08-28,70,36,35,16,3,5
2019-08-29,71,24,14,15,3,5
2019-08-30,48,22,17,16,3,6
2019-08-31,49,20,25,12,2,5
2019-09-01,45,14,13,10,2,5
2019-09-02,27,22,25,11,2,5
2019-09-03,53,24,24,13,3,6
2019-09-04,64,19,24,15,3,5
2019-09-05,45,29,38,15,3,6
2019-09-06,54,55,64,26,3,7
2019-09-07,107,56,78,20,3,7
2019-09-08,124,47,63,19,3,8
2019-09-09,98,31,65,13,3,5
2019-09-10,65,41,83,18,4,6
2019-09-11,83,44,81,23,3,7
2019-09-12,103,37,64,10,3,6
2019-09-13,80,31,24,16,3,7
2019-09-14,72,40,54,21,3,7
2019-09-15,79,37,42,22,3,7
2019-09-16,79,37,63,22,2,8
2019-09-17,118,49,57,22,3,9
2019-09-18,98,54,65,17,4,7
2019-09-19,103,54,67,28,5,7
2019-09-20,99,62,79,24,5,8
2019-09-21,116,50,78,18,5,6
2019-09-22,83,43,65,20,3,6
2019-09-23,81,51,27,32,4,6
2019-09-24,96,61, ,35,5,8
2019-09-25,121,71, ,37,5,9
2019-09-26,135,74, ,34,6,9
2019-09-27,136,71, ,35,5,10
2019-09-28,141,76,68,41,6,11
2019-09-29,141,78,105,44,7,11
2019-09-30,148,75,104,35,10,12
2019-04-01,68,52,28,30,3,9
2019-04-02,138,58,37,35,3,7
2019-04-03,145,44,6,24,2,8
2019-04-04,98,45,39,17,2,8
2019-04-05,92,55,59,21,4,8
2019-04-06,127,42,48,18,2,5
2019-04-07,92,38,24,18,2,6
2019-04-08,78,33,18,16,2,4
2019-04-09,70,44,44,15,2,5
2019-04-10,86,36,11,16,2,6
2019-04-11,77,23,6,17,2,7
2019-04-12,58,40,2,26,2,8
2019-04-13,88,44,6,25,3,9
2019-04-14,103,23,5,18,2,9
2019-04-15,60,24,29,26,1,8
2019-04-16,75,54,42,27,2,9
2019-04-17,123,34,21,26,2,6
2019-04-18,105,20,23,28,2,5
2019-04-19,74,24,12,29,3,6
2019-04-20,78,43,6,31,3,9
2019-04-21,99,31,31,20,2,5
2019-04-22,65,39,27,20,3,5
2019-04-23,85,35,38,14,3,4
2019-04-24,68,40,38,15,2,5
2019-04-25,87,41,26,21,2,6
2019-04-26,93,21,21,23,2,5
2019-04-27,58,38,39,21,2,6
2019-04-28,81,43,34,21,3,6
2019-04-29,78,30,33,18,2,5
2019-04-30,63,24,31,13,2,7
2019-05-01,56,26,16,14,1,7
2019-05-02,69,36,39,18,3,7
2019-05-03,77,58,16,33,2,8
2019-05-04,124,13,12,22,1,6
2019-05-05,43,10,14,19,1,6
2019-05-06,34,19,15,18,2,6
2019-05-07,77,14,5,19,2,6
2019-05-08,41,21,24,18,2,7
2019-05-09,51,49,34,23,2,8
2019-05-10,87,64,107,29,4,10
2019-05-11,146,49,79,20,3,7
2019-05-12,95,43,55,21,3,7
2019-05-13,80,39,60,13,2,6
2019-05-14,79,35,33,13,2,6
2019-05-15,73,39,38,10,2,6
2019-05-16,73,42,37,15,2,6
2019-05-17,85,41,47,11,2,6
2019-05-18,78,42,49,9,2,6
2019-05-19,72,30,41,12,2,6
2019-05-20,59,53,26,19,3,7
2019-05-21,120,50,62,20,2,7
2019-05-22,104,35,27,25,2,9
2019-05-23,97,38,41,18,2,6
2019-05-24,87,33,27,15,2,5
2019-05-25,68,21,37,14,1,5
2019-05-26,47,22,36,17,2,5
2019-05-27,51,29,27,23,2,6
2019-05-28,103,25,12,20,2,7
2019-05-29,63,34,32,20,2,7
2019-05-30,82,35,31,23,2,7
2019-05-31,79,31,39,20,2,8
2019-06-01,82,20,21,15,2,6
2019-06-02,50,29,51,16,2,7
2019-06-03,67,33,30,22,2,7
2019-06-04,76,30,15,19,2,8
2019-06-05,114,24,21,15,2,6
2019-06-06,147,20,26,9,2,4
2019-06-07,47,18,30,6,2,4
2019-06-08,34,20,29,7,2,3
2019-06-09,41,24,27,11,2,4
2019-06-10,46,27,19,25,2,6
2019-06-11,74,28,34,25,2,7
2019-06-12,65,24,44,18,2,6
2019-06-13,57,25,67,16,3,7
2019-06-14,56,32,93,17,2,6
2019-06-15,71,38,85,13,3,6
2019-06-16,72,37,65,15,3,7
2019-06-17,69,16,21,15,2,6
2019-06-18,38,25,21,19,2,7
2019-06-19,56,25,32,12,2,6
2019-06-20,54,26, ,9,2,5
2019-06-21,48,28, ,8,2,5
2019-06-22,52,31, ,10,2,5
2019-06-23,58,23,9,22,2,8
2019-06-24,55,35,33,24,2,8
2019-06-25,87,33,17,24,2,8
2019-06-26,72,37,52,16,3,6
2019-06-27,67,32,59,12,2,5
2019-06-28,62,38,69,11,3,5
2019-06-29,56,38,46,18,3,6
2019-06-30,69,37,48,18,3,6
2019-01-01,158,29,5,14,1,8
2019-01-02,87,38,16,17,3,8
2019-01-03,87,66,1,23,3,10
2019-01-04,148,52,1,17,2,10
2019-01-05,134,31,8,15,2,9
2019-01-06,71,59,2,20,2,11
2019-01-07,125,40,6,16,2,11
2019-01-08,97,38,7,19,3,11
2019-01-09,87,71,7,26,3,13
2019-01-10,150,91,5,37,4,16
2019-01-11,173,60,5,24,4,14
2019-01-12,148,64,5,29,4,13
2019-01-13,152,64,19,33,3,12
2019-01-14,150,70,11,28,4,13
2019-01-15,139,35,13,18,3,11
2019-01-16,87,39,40,25,3,11
2019-01-17,92,49,24,31,3,11
2019-01-18,105,90,28,45,4,14
2019-01-19,160,91,23,33,4,14
2019-01-20,159,46,34,16,4,9
2019-01-21,102,71,45,23,4,10
2019-01-22,158,59,40,35,4,9
2019-01-23,141,72,5,47,5,12
2019-01-24,153,87, ,59,5,12
2019-01-25,171,66, ,29,5,8
2019-01-26,137,65, ,33,5,9
2019-01-27,144,73,2,37,3,9
2019-01-28,158,68,56,41,3,11
2019-01-29,147,47,51,27,3,8
2019-01-30,109,44,39,24,2,7
2019-01-31,86,28,27,14,2,11
2019-02-01,71,43,33,24,3,11
2019-02-02,97,49,37,20,2,8
2019-02-03,89,47,34,18,2,8
2019-02-04,107,47,34,8,2,9
2019-02-05,108,44,30,7,2,8
2019-02-06,101,30,28,8,2,7
2019-02-07,73,30,30,8,2,7
2019-02-08,68,36,23,10,2,9
2019-02-09,77,27,4,10,1,10
2019-02-10,55,13,1,10,2,8
2019-02-11,33,33,28,16,3,8
2019-02-12,81,61,21,30,3,10
2019-02-13,129,45,31,23,2,8
2019-02-14,88,46,12,27,3,8
2019-02-15,88,39,33,19,2,7
2019-02-16,85,48,5,14,2,10
2019-02-17,99,28,6,17,2,9
2019-02-18,65,40,7,21,2,10
2019-02-19,90,53,16,16,2,9
2019-02-20,93,30,12,16,2,6
2019-02-21,66,24,23,14,2,10
2019-02-22,61,17,7,17,1,9
2019-02-23,48,11,19,15,1,10
2019-02-24,35,31,9,17,1,9
2019-02-25,68,44,3,19,2,10
2019-02-26,125,96,6,37,2,16
2019-02-27,160,95,4,26,2,15
2019-02-28,144,61,17,25,2,11
2019-03-01,109,48,11,25,2,7
2019-03-02,85,31,30,21,2,7
2019-03-03,64,37,47,21,2,8
2019-03-04,80,34,21,25,2,8
2019-03-05,62,20,8,20,2,7
2019-03-06,49,14,13,17,1,7
2019-03-07,43,15,6,18,1,8
2019-03-08,50,15,3,19,1,9
2019-03-09,46,21,14,18,1,9
2019-03-10,63,42,45,25,2,10
2019-03-11,103,66,64,32,3,10
2019-03-12,141,60,66,37,3,8
2019-03-13,131,44,22,27,2,7
2019-03-14,100,43,29,23,2,6
2019-03-15,98,64,55,34,3,7
2019-03-16,130,64,44,33,4,6
2019-03-17,110,94,13,39,3,10
2019-03-18,155,70,24,26,3,9
2019-03-19,124,52,18,21,2,7
2019-03-20,86,42,27,18,2,6
2019-03-21,169,47,11,23,2,7
2019-03-22,91,34,13,16,2,7
2019-03-23,64,27,10,16,1,6
2019-03-24,51,31,20,24,2,9
2019-03-25,75,71,9,42,4,12
2019-03-26,145,52,39,31,3,8
2019-03-27,96,54,33,27,2,8
2019-03-28,108,46,10,25,3,8
2019-03-29,96,40,60,19,2,7
2019-03-30,89,48,35,24,3,7
2019-03-31,86,27,13,16,2,7
2018-10-01,88,53, ,25,6,6
2018-10-02,85,55, ,27,7,7
2018-10-03,86,55, ,31,6,7
2018-10-04,91,60, ,35,8,7
2018-10-05,97,56, ,38,6,7
2018-10-06,85,59, ,42,5,7
2018-10-07,101,83, ,48,7,10
2018-10-08,144,75, ,32,6,9
2018-10-09,137,60, ,27,4,9
2018-10-10,132,33, ,21,2,8
2018-10-11,67,46,32,25,6,7
2018-10-12,89,40,19,32,4,9
2018-10-13,81,66,38,33,5,9
2018-10-14,105,49,8,31,4,9
2018-10-15,91,27,9,22,3,9
2018-10-16,49,23,13,22,3,10
2018-10-17,45,30,12,24,3,8
2018-10-18,168,41,24,26,3,7
2018-10-19,181,57,19,30,3,9
2018-10-20,133,50,61,23,4,7
2018-10-21,100,51,20,28,6,8
2018-10-22,107,36,20,22,4,9
2018-10-23,70,50,18,27,5,10
2018-10-24,95,79,48,37,6,12
2018-10-25,152,64,23,34,4,10
2018-10-26,147,43,53,21,4,7
2018-10-27,78,50,53,29,5,6
2018-10-28,75,55,52,34,6,7
2018-10-29,76,56,53,31,6,7
2018-10-30,75,52,57,27,5,6
2018-10-31,106,54,53,25,5,8
2018-11-01,91,54,41,23,4,8
2018-11-02,122,31, ,22,2,6
2018-11-03,60,44, ,26,4,7
2018-11-04,84,73, ,40,5,11
2018-11-05,135,58,1,41,5,8
2018-11-06,122,70, ,38,7,9
2018-11-07,130,50,21,24,5,8
2018-11-08,100,45,30,32,4,8
2018-11-09,86,67,17,42,6,9
2018-11-10,139,71,49,35,5,10
2018-11-11,141,70,20,36,4,9
2018-11-12,132,36,11,25,4,8
2018-11-13,63,58,68,29,5,8
2018-11-14,113,52,25,25,4,5
2018-11-15,84,48,7,25,4,7
2018-11-16,75,28,4,18,2,7
2018-11-17,45,59,2,21,3,9
2018-11-18,103,29,24,18,3,8
2018-11-19,41,50,5,25,4,9
2018-11-20,99,75,7,24,4,11
2018-11-21,113,33,32,17,3,8
2018-11-22,65,54,36,26,6,9
2018-11-23,114,67,42,34,5,11
2018-11-24,123,69,16,35,5,11
2018-11-25,119,58,35,29,4,10
2018-11-26,107,58,27,32,5,10
2018-11-27,109,66,15,35,5,11
2018-11-28,156,60,29,36,4,10
2018-11-29,101,79,44,43,6,11
2018-11-30,152,80,18,45,6,10
2018-12-01,150,70,40,28,5,9
2018-12-02,121,63,28,34,5,8
2018-12-03,101,67,32,39,4,11
2018-12-04,97,71,38,32,6,10
2018-12-05,116,55,43,26,5,7
2018-12-06,105,29,3,16,3,8
2018-12-07,58,19,8,13,3,5
2018-12-08,36,18,5,13,2,6
2018-12-09,33,30,7,15,4,6
2018-12-10,55,34,5,14,4,7
2018-12-11,60,25,6,14,3,8
2018-12-12,57,36,15,18,4,8
2018-12-13,80,34,20,20,3,8
2018-12-14,68,47,25,24,5,9
2018-12-15,91,48,15,19,4,10
2018-12-16,101,40,36,24,4,8
2018-12-17,72,54,25,41,5,9
2018-12-18,95,91,28,59,7,13
2018-12-19,143,81,36,43,5,9
2018-12-20,137,52,28,29,4,7
2018-12-21,98,47,23,25,2,5
2018-12-22,101,36,18,17,3,6
2018-12-23,85,28,14,15,2,5
2018-12-24,69,49,5,20,2,9
2018-12-25,98,53,17,20,2,10
2018-12-26,117,38,19,19,3,11
2018-12-27,78,31,17,15,2,8
2018-12-28,67,27,14,13,2,6
2018-12-29,64,48,14,14,3,7
2018-12-30,105, , , , , 
2018-07-01,57,35,22,22,3,6
2018-07-02,62,40,25,22,3,6
2018-07-03,64,37,37,14,3,6
2018-07-04,62,41,33,17,3,6
2018-07-05,61,39,33,21,3,7
2018-07-06,64,35,11,23,3,7
2018-07-07,58,39,26,25,4,7
2018-07-08,70,33,32,19,3,6
2018-07-09,53,33,40,20,3,6
2018-07-10,50,57,76,20,5,7
2018-07-11,97,41,53,18,4,6
2018-07-12,58,30,15,21,3,6
2018-07-13,53,23,1,20,2,6
2018-07-14,43,26, ,17,3,5
2018-07-15,47,38,36,24,3,6
2018-07-16,65,51,51,27,6,7
2018-07-17,81,36,34,17,4,6
2018-07-18,55,33, ,18,3,6
2018-07-19,56,31, ,18,3,6
2018-07-20,54,48, ,23,5,7
2018-07-21,77,36, ,18,4,6
2018-07-22,55,31, ,23,4,8
2018-07-23,57,28, ,20,3,8
2018-07-24,52,44, ,26,4,8
2018-07-25,69,41,7,31,4,10
2018-07-26,80,36,43,20,4,7
2018-07-27,63,34,51,16,4,6
2018-07-28,53,32,5,16,4,7
2018-07-29,54,38,11,21,5,8
2018-07-30,59,35,11,18,4,8
2018-07-31,93,33, ,14,2,6
2018-08-01,54,41,14,27,3,8
2018-08-02,66,44,5,31,3,9
2018-08-03,70,58,21,34,5,10
2018-08-04,105,48,43,21,4,8
2018-08-05,71,46,44,35,3,8
2018-08-06,78,65, ,42,5,10
2018-08-07,115,44, ,29,3,8
2018-08-08,63,40, ,20,3,6
2018-08-09,61,31,4,19,3,7
2018-08-10,46,22,12,19,2,7
2018-08-11,34,32, ,23,3,7
2018-08-12,50,46, ,28,4,9
2018-08-13,67,30,29,21,3,7
2018-08-14,45,30,32,22,3,8
2018-08-15,49,34,24,22,5,8
2018-08-16,59,46,41,29,5,9
2018-08-17,77,59,58,33,6,10
2018-08-18,100,46,34,31,4,10
2018-08-19,71,64,53,41,6,11
2018-08-20,112,55,67,28,6,10
2018-08-21,158,44,60,31,4,8
2018-08-22,69,54,74,36,6,9
2018-08-23,101,61,53,39,4,9
2018-08-24,112,57,69,34,6,8
2018-08-25,95,50,34,24,4,8
2018-08-26,191,40,21,26,4,10
2018-08-27,91,39,24,29,3,9
2018-08-28,92,29,19,28,3,8
2018-08-29,52,24,10,20,3,7
2018-08-30,31,34,10,23,4,8
2018-08-31,57,37,6,20,3,7
2018-09-01,53,38,5,22,3,8
2018-09-02,63,39,25,21,3,8
2018-09-03,60,41, ,23,4,8
2018-09-04,71,52,55,25,5,8
2018-09-05,90,48,77,24,5,8
2018-09-06,93,46,73,27,4,8
2018-09-07,88,39,39,21,2,7
2018-09-08,78,43,49,18,2,7
2018-09-09,79,39,40,26,3,7
2018-09-10,74,56,62,31,4,8
2018-09-11,95,49,43,25,4,7
2018-09-12,83,35,25,22,3,7
2018-09-13,59,46,28,28,3,8
2018-09-14,78,46,37,23,4,8
2018-09-15,80,39,22,7,3,5
2018-09-16,42,23,26,8,2,6
2018-09-17,36,28,39,16,3,7
2018-09-18,47,45,63,30,6,8
2018-09-19,83,57,69,35,8,10
2018-09-20,113,56,60,23,4,8
2018-09-21,108,64,52,39,6,10
2018-09-22,113,51,44,33,4,8
2018-09-23,91,41,29,23,3,8
2018-09-24,73,37,33,20,3,8
2018-09-25,78,51,63,22,4,8
2018-09-26,149,48,31,26,3,7
2018-09-27,99,42,8,22,4,6
2018-09-28,80,42, ,25,4,6
2018-09-29,80,51, ,32,4,6
2018-09-30,88,51, ,26,4,6
2018-04-01,118,76, ,26,11,8
2018-04-02,144,70,80,27,9,8
2018-04-03,137,58,69,24,7,7
2018-04-04,94,50,35,17,6,6
2018-04-05,78,48,28,20,6,7
2018-04-06,69,86,38,27,6,6
2018-04-07,105,78,53,46,7,7
2018-04-08,108,89,78,46,9,10
2018-04-09,140,60,64,26,6,8
2018-04-10,100,60,34,30,7,9
2018-04-11,97,48,11,24,6,7
2018-04-12,74,36,12,20,5,6
2018-04-13,63,36,9,21,5,6
2018-04-14,62,28,21,20,5,6
2018-04-15,62,68,13,29,5,6
2018-04-16,99,81, ,39,7,7
2018-04-17,116,93, ,51,9,10
2018-04-18,163,82,62,41,10,9
2018-04-19,162,70,33,38,7,7
2018-04-20,133,56,26,26,6,5
2018-04-21,88,55,21,27,7,6
2018-04-22,93,46,25,23,5,6
2018-04-23,77,43,2,24,6,8
2018-04-24,76,41,16,28,5,7
2018-04-25,142,65,2,43,5,12
2018-04-26,159,69,13,35,4,13
2018-04-27,145,65,8,41,5,14
2018-04-28,119,62,28,33,6,11
2018-04-29,132,56,24,32,6,8
2018-04-30,111,46,18,22,4,7
2018-05-01,81,44,49,20,5,6
2018-05-02,86,51,43,27,5,7
2018-05-03,84,59,25,36,5,9
2018-05-04,93,51,38,24,6,7
2018-05-05,82,42,33,18,5,5
2018-05-06,64,27,34,17,4,5
2018-05-07,48,35,21,29,3,8
2018-05-08,70,43,13,27,4,9
2018-05-09,83,51,31,34,6,7
2018-05-10,86,57,35,29,7,7
2018-05-11,90,57,42,32,7,7
2018-05-12,95,48,42,26,5,7
2018-05-13,83,44,52,22,4,7
2018-05-14,80,36,47,17,6,6
2018-05-15,64,33,45,17,5,6
2018-05-16,61,37,41,23,5,7
2018-05-17,65,39,60,19,4,6
2018-05-18,68,41,76,17,4,6
2018-05-19,69,38,55,18,5,5
2018-05-20,62,35,69,17,5,6
2018-05-21,63,38,83,17,5,6
2018-05-22,67,47,87,23,7,7
2018-05-23,88,42,70,15,6,6
2018-05-24,72,30,63,13,5,6
2018-05-25,54,31,56,12,5,6
2018-05-26,58,37,21,21,5,7
2018-05-27,64,47,89,27,6,8
2018-05-28,78,43,53,30,9,8
2018-05-29,69,51,64,28,9,8
2018-05-30,80,36, ,21,7,6
2018-05-31,126,46,15,32,6,8
2018-06-01,84,46,37,33,3,9
2018-06-02,96,47,21,28,4,8
2018-06-03,95,49,40,33,5,9
2018-06-04,82,32,18,26,4,8
2018-06-05,62,18,5,21,3,7
2018-06-06,40,14,7,19,3,7
2018-06-07,19,13,15,20,3,8
2018-06-08,28,24,21,22,4,8
2018-06-09,38,49,59,28,6,9
2018-06-10,78,55,99,40,5,9
2018-06-11,84,59,40,33,6,10
2018-06-12,105,33,15,32,3,10
2018-06-13,63,35,35,25,4,9
2018-06-14,56,31,30,26,4,8
2018-06-15,54,37,96,30,4,8
2018-06-16,60,59,88,29,6,9
2018-06-17,97,52,89,15,5,8
